,name,latitude,longitude,adress,photo_id,photo_width
0,Баскетбольная площадка,55.692279,37.5967583,"Москва, Россия, 117449",,
1,Академический парк,55.6914952,37.5668634,"ул. Дмитрия Ульянова, 9Ас1, Москва, Россия, 117292",Aap_uEAS5vR6MTTqib1MbKuHwXMcvqi9sbsgj1pupsDe4Mq3bNxSWbsmrXp5hhRO5E_esc9rteiKr_vGt-Tl_hL_QRYcM9LAXUK9OMk3bgcef4kY9K4tsz2fnYQa8642Lbg2TmFVwS5iAuQr0l6JqOm6rxEf94EOF8RCFMHGgAp3gcrYEm94,6016.0
2,Баскетбольная/футбольная коробка,55.695427,37.569923,"Москва, Россия, 117312",Aap_uEAA9iNe7oYPfR9Pzi9EuYvaPYuWw68oH5YUDTaspr6o7chqlEhtjPvlCRucJOWAGl2IbgHx50b2mpbkdGeqWFEFepDpdY_WT1r9AiqK30PxSxhwvib3n38jzeojiUqTAVk_mvEmWUIoRpcTivCwYncF2UAMnAiZJwSOoqfvm2yCHOkN,4032.0
3,Большая волейбольно-баскетбольная площадка,55.666853,37.54125450000001,"Почта, Москва, Россия, 117393",Aap_uEDEkpVZuobn6bMS_SDEIJWzzpvhnohPEQqhvJkv0DCQwOmR3BqdKeBAo4AlDONbdRKYNwJCFaryXKiu2zoTlCyS4gdPz7cmi-iqFShfIUqzC6UixIuxWKTc6U92q2dPS6kERZiM7QX-D-xP24Avdehpk_BTClqNt9oDKWKlMyENEePD,5504.0
4,Баскетбольная площадка,55.7138727,37.60820289999999,"Москва, Россия, 115419",,
5,NBA JAM,55.65864699999999,37.6117739,"Фруктовая ул., 9, Москва, Россия, 117556",Aap_uEBwiLIvlcEI6khXSM0bnYKAcGKIG7eQY4bSPbxq7NOJTa3OCUeCqbxhg8Io41CbBy5-IMoIbbTCdinSs_0ziPw7pUJQ9oV3vbJ0aDIHaeO_J7g8SBCBx3kY_PGzhg4uzdCcH_awCo5Uo9hfVTZZbO_TmfRRVdQ1a8MyCIBv0Ap_PDJd,4160.0
6,Баскетбольная Площадка,55.6639091,37.4922033,"Москва, Россия, 119526",,
7,Баскетбольная площадка,55.6424805,37.5142595,"ул. Академика Арцимовича, 7, Москва, Россия, 117437",Aap_uECWouLwQY2Vp-P4hWIq_G9kUKCoGEmVdNfzHArRHC0xS0gnAefsDOCBhEYZBvgVxE5l2tErRTHxNFZsV8Jrpe3uRqspnviZnUW3RBXrQld2bqJiQK59u884vhcAmq809wmBtEZUMRUbUv_XXyNm7yBXCnQySsMifbwcQ6vRB0P2az9z,4160.0
8,Баскетбольная площадка,55.6965807,37.6420732,"Автозаводская ул., 23 строение 94, Москва, Россия, 115280",,
9,Basketball court,55.6697867,37.5717375,"Москва, Россия, 117418",,
10,Баскетбольная площадка,55.6279842,37.5237045,"ул. Академика Капицы, 14, Москва, Россия, 117647",,
11,Баскетбольная площадка,55.6190115,37.4933761,"ул. Теплый Стан, 9 корпус 9, Москва, Россия, 117465",,
12,"Баскетбольная Площадка, 3 корта, 7 колец",55.6982645,37.6686185,"Андропова пр-т, 1а, Москва, Россия, 115432",,
13,Баскетбольная игровая площадка,55.6614811,37.4901,"Москва, Россия, 119526",,
14,Баскетбольная площадка,55.7470423,37.5498201,"Кутузовский просп., 20, Москва, Россия, 121151",,
15,Баскетбольная Площадка,55.7588677,37.635397,"Москва, Россия, 101000",Aap_uEDdBeF4GmRRH8OZ3Q2JPQinhIr9sKcgDCgdbAi5Ain3MLFNcpEPeU_F8948FRHjEdBAPNOSjSUre9tahkYnSuSXcnRO5AW4GdS5JoftPYaeTKE7ezo4L22ghI97KxpkgxKMGvmVHP5B7D7ISPE1vY-HFpwlCEIbSihy4N99wFsdcwc_,4032.0
16,Basketball court,55.6666254,37.566257,"Москва, Россия, 117418",Aap_uEC-7_5enunRPbyAnEVuDEQlCB3k73p9gBnnpmLSbRpuPfZdzP4OTUqk9zmnfhlIOwqDOFMGxrFKplXR45ALNPPO1o7Hn8B2e7OgfpefbqCPLTZj8dR0ztEj9g07emLi_qIetkHJMn2W6pVBkwA3jHiTsWdgQLTL7MTSJfwrsphdzYqu,4032.0
17,Баскетбольная площадка,55.77446399999999,37.639961,"Большая Спасская ул., 15, Москва, Россия, 129090",,
18,Баскетбольная площадка,55.74790059999999,37.5006925,"Физкультурный пр-д, 7/13, Москва, Россия, 121309",,
19,Баскетболтная Площадка,55.7126518,37.6623497,"ул. Ленинская Слобода, 4, Москва, Россия, 115280",Aap_uEA4LIRUymScp-L6wizxoHAf7SbXtul_RaDVFWvVKEuPtnUR-LjAS3-ecxBkoDvI9pTRP9krcl6JmYVGKMzdBtFJtJ-J1193g2ZUynUy8AhVVC3qv25x3vQdUSE6KrFgoOpI4H0LFEKgZ6dxFOCBgbteMyfgCj5gSMabbALCgFUwtAOM,1920.0
20,Многофункциональная площадка Arbat Hall,55.7521693,37.5844615,"Новый Арбат ул., 21, Москва, Россия, 119019",Aap_uEBXDbq82yoCvMNrlVE0vWYT61YvtQGPZjRdSPNnDV7QBJV5QQPh-PjucsQPIY8Xf0vHEl8NirIYG6UN-IAun-ydixISLJ9d4ojcjH14PFoJl_IaIRGUxZn2NghQQuMY3Z-tZiHB-74sp3Ro9QbOpM9SsG3U9EdOoPgWjddtXAj_l7DR,2400.0
21,Баскетбольная Площадка,55.7588677,37.635397,"Москва, Россия, 101000",Aap_uECovhNn9BaUcTgFZqL_lTTCJy3e5gxUbYvZJqu5VWAN5zJHLxOeSWfA3o4sGcATg8lEZ6XYotufjaypVWC2ysvPk3YK1fn4xWrs_O34ufXtKrl2uBhshsEM8C-yMnd2AN5Tq234C0Xp2Ro2b9AT6wAQcv60KLAkAMfnQKua0XgNYBa-,4032.0
22,Баскетбольная площадка,55.7470423,37.5498201,"Кутузовский просп., 20, Москва, Россия, 121151",,
23,Баскетбольная площадка,55.77446399999999,37.639961,"Большая Спасская ул., 15, Москва, Россия, 129090",,
24,Рижка,55.79205899999999,37.6171161,"ул. Сущёвский Вал, 56, Москва, Россия, 129272",Aap_uEBGcQTXFK99HaPANK279jyK09G3Jej4ctWs1fa56oL89snXjsNMLPOxmicCCKHqQ6SEM001Vd83ONLpB2L7bMzSrQrnTwkxMSSCbA-t2vBgzadGrae6JQXARNWDkBgSGENwT4EVn3aESqv4KtAkvhAsLQZMK97SdBWGuA9pUgTsRP00,4898.0
25,Баскетбольная площадка,55.7138727,37.60820289999999,"Москва, Россия, 115419",,
26,Баскетбольная площадка,55.74790059999999,37.5006925,"Физкультурный пр-д, 7/13, Москва, Россия, 121309",,
27,площадка на Трехпрудном,55.7649675,37.5965696,"Трехпрудный пер., 9 стр, Москва, Россия, 123001",Aap_uEDt9KmHxH-cM6il4WepxvHsJK9PxV3n53NC8t3yV8ylZmpjyvBMWQYYWj0TupdOwN5LSgY3d-pJ0fUS3-LPPiyx8gBS-PatsEwHe2hpnBDsfOFeUH_03xDDzKYpuCVLYgE864OtKSByPDauUnBpLf1crLQ8Cnbq21qZJfM-D5Jtt5tY,4032.0
28,Баскетбольная площадка,55.692279,37.5967583,"Москва, Россия, 117449",,
29,Баскетбольная площадка,55.8058083,37.6434521,"Москва, Россия, 129626",,
30,Баскетбольная площадка,55.77114229999999,37.492787,"ул. Мнёвники, 7 строение 2, Москва, Московская обл., Россия, 123308",,
31,Баскетбольная площадка,55.745341,37.7008081,"Москва, Россия, 111024",,
32,Баскетбольная площадка,55.8185041,37.6497913,"Москва, Россия, 129366",,
33,"Баскетбольная Площадка, 3 корта, 7 колец",55.6982645,37.6686185,"Андропова пр-т, 1а, Москва, Россия, 115432",,
34,баскетбольная площадка на территории учебного заведения,55.8069976,37.6428359,"Москва, Россия, 129626",,
35,Баскетбольная Площадка,55.6639091,37.4922033,"Москва, Россия, 119526",,
36,Баскетбольная площадка,55.6965807,37.6420732,"Автозаводская ул., 23 строение 94, Москва, Россия, 115280",,
37,Баскетбольная Площадка,55.79815319999999,37.569351,"Петровско-Разумовский пр-д, 16 строение 2, Москва, Московская обл., Россия, 127287",Aap_uEASxFQgJMIuII3FNvcKRLwuDQ1_7Q8BqnLnnrQqu4yW8GK4oXXqwfzbqo3ZUATMId9eJ7-cYakw9WSetEijQaJkgcoRdBBVNR80lhXNRo9YfqgQgEU0GJTkQYbnBZIJvpyF_C36tLEwc44TMp3eMLmqLDVjV3YojORev1LJ1Ew7mVLh,3008.0
38,Баскетбольный Центр Playground,55.800827,37.59457889999999,"ул. Складочная, Дом 1, стр.1, Москва, Россия, 127018",Aap_uEDMkNljwI2BEoIxkUneQc-UEwcsfcE2JwFEQ3cZaqLyLdPOYRVVcLLm8UmoOBRYdExFGwPenflI_SCPQZMATNpZwcos3RdVY_fmuCLmeJ9oE_3RWDbTNd3QTzyQTS5TxZ5EmWl7QL4d7Q9JDvc4RhRYzJQmXR4B5fAfHP_762grxCti,1125.0
39,Баскетбольная/футбольная коробка,55.695427,37.569923,"Москва, Россия, 117312",Aap_uEAAcb2SxMe8ryZXJ0WwoNO2otmi6LVB13grJXL9pNRxIpNCYJ_KZuOfNbmpNuzAX5G-K2bMOy-2Ug7ERJHrzVhGYH0VW6nIUC34Sdgk60vZRVSDWstgqOsgcwyTBpWObumgHID_YRvFmxgMM2T1VUr2_8Mue7T5n9lNJu0jO9z58Fon,4032.0
40,Баскетбольная площадка,55.8058083,37.6434521,"Москва, Россия, 129626",,
41,Баскетбольная площадка,55.8185041,37.6497913,"Москва, Россия, 129366",,
42,Баскетбольная Площадка,55.79815319999999,37.569351,"Петровско-Разумовский пр-д, 16 строение 2, Москва, Московская обл., Россия, 127287",Aap_uEBeGNsErBE7GS4lEukmdGLMqF2wy7cpezAeH7xZW47-3l_qTP7S1hD6VMKP4uF8CW_n-DA4e5wYD9ccKwVtjnE0RNCHMrHhK9sxDtWrFr8IeRrUniVpT2I8U7y4l1Y7nnnNTqFSl65cLJXqND9Us1HE4REwVDCsq_aBDILBPLBqeubv,3008.0
43,Площадка волейбол и баскетбол,55.7870814,37.5324434,"ЦСКА, Москва, Россия, 125252",Aap_uEAkZNbCi-1RoCrZDV945sM-a8M64Q_4-fX8rCzMwvAQn-6fGmX48jCvfk9o5ieRtMyKvzuZNUaLoTn647VvUJbNdH2MdQ5fpj3jBUCqxY0AAxT6tgtNlHHAs0R4h0T87Y93BjcDyAUp99dX-tp-3y7KLWfBdYuCO_LBCSAKU6YvZgeS,2448.0
44,Площадка для Баскетбола,55.810033,37.539277,"Большой Коптевский пр., 16, Москва, Россия, 125319",,
45,Баскетбольная площадка,55.81809670000001,37.5005964,"Зои и Александра Космодемьянских ул., 1с1, Москва, Россия, 125026",,
46,Playground Art Court Флакон,55.8055476,37.5852991,"36 стр.5, Большая Новодмитровская ул., Москва, Россия, 127015",Aap_uEDA83zOZH_prWgjqGbaD1nqMMg4Og0G7mFL7KD1bp-2HlExe5SxoCxLa7L3A5XcPO84Adx3VRrl4-uK0Cpc3cjklN-RRxqVmz0Dg2TPNNqNxuXA9mME-aQTERxi-pgPrasQbucMg-r2_Lte4iF_qbeIsRxCZXXzzEKrK-cQYzrmjRIR,720.0
47,Баскетбольная площадка,55.77114229999999,37.492787,"ул. Мнёвники, 7 строение 2, Москва, Московская обл., Россия, 123308",,
48,Рижка,55.79205899999999,37.6171161,"ул. Сущёвский Вал, 56, Москва, Россия, 129272",Aap_uEAyfQe_9qvAvQCqfrWJIiL01hDU62sdZvSFdo61Ot2R_KVlrhAwIXeV8Tq6rQxo8UzjL9Nb-KURXeobIjJt9rWo54lHeT_AmLh1T2suOEgcr9UNio3xxsu3zY1-qQn04wz3OdW_BYXUEyYgcvbvSH16zJXnyhihOviwvZX-iLYAWcwh,4898.0
49,Площадка,55.8403983,37.50555430000001,"Нарвская ул., 16, Москва, Россия, 125499",,
50,Баскетбольная площадка,55.8454705,37.5485912,"с, пр-д Черепановых, 64с1, Москва, Россия, 125183",,
51,Баскетбольная Площадка,55.7588677,37.635397,"Москва, Россия, 101000",Aap_uEBkW8zedNAb5O3pp_ph12IB7fy1NGphxYfc_GzI1_c1oLxDclRMZ9pEO4_FNy7_mMJ26MVjVxl5c3eNVh50BzqlJVtejx09HnugP6jB_orHNSsVDAgDVOsnc2oJgQG4kLfOKFQcjBvdSwv02SlpmTnls4yC6kj4I_1On3K0Euli8e1c,4032.0
52,Баскетбольная площадка,55.8058083,37.6434521,"Москва, Россия, 129626",,
53,Баскетбольная площадка,55.77446399999999,37.639961,"Большая Спасская ул., 15, Москва, Россия, 129090",,
54,Баскетбольная площадка,55.8185041,37.6497913,"Москва, Россия, 129366",,
55,Баскетбольная площадка,55.7470423,37.5498201,"Кутузовский просп., 20, Москва, Россия, 121151",,
56,баскетбольная площадка на территории учебного заведения,55.8069976,37.6428359,"Москва, Россия, 129626",,
57,Баскетбольная площадка,55.74790059999999,37.5006925,"Физкультурный пр-д, 7/13, Москва, Россия, 121309",,
58,Баскетбольная площадка,55.8253089,37.449119,"ул. Свободы, 3А, Москва, Россия, 125362",,
59,Баскетбольный Центр Playground,55.800827,37.59457889999999,"ул. Складочная, Дом 1, стр.1, Москва, Россия, 127018",Aap_uECsom2iGHyT2e0_3Z_Fp0tkfSqKHJQx7QaO6vXOLTmds7Cdt-KOrCsP2TY5EOYjRVEpNaAzWIUtW1xgzyNLQSfQQZ4nhrcoCgBJbEUOjvUjwHYZJl7Xo3AD4kGLD-VPGUeke8VzatR1ZdY3giz9Vp-FpUfMjY_Hfjvs9xrM_zXf7UoO,1125.0
60,площадка на Трехпрудном,55.7649675,37.5965696,"Трехпрудный пер., 9 стр, Москва, Россия, 123001",Aap_uEBwXGhsl8Bxu1i-5f2OYPGc_JQ0z0IwEkR3-i8n3LQsWB-_Fn3X3z0f2FO-BNDXzUdIjGo2XXoX_Gi_79yvD0kA74rl18Xeb9ihlrQV2kwpErT6szFRowN4nuSrUQdLzdBNO4Qax9SIzAZH19nmUtudtDKQpIfyNEcDera6FqLxaccw,4032.0
61,Баскетбольная площадка,55.7138727,37.60820289999999,"Москва, Россия, 115419",,
62,Баскетбольный Центр Playground,55.800827,37.59457889999999,"ул. Складочная, Дом 1, стр.1, Москва, Россия, 127018",Aap_uEADpFuBiW5q_6Ke9nXD2Io1PCNVOKMHuGE7RZpEwogNV9aDCoDphSmv9rHxyr5br2QZVVYVlEra3xmjZLrvJqhnGBjZS0VOPBQiPLYPtQ6W1aSY4DFgXxyTlLS64B2V8lmqT1Ta8uOXaQ4hwRxrEU_nzYwsHQuc7hm95X6t7Vaug-Cn,1125.0
63,"Баскетбольный центр ""Химки""",55.8856092,37.456139,"ул. Кирова, владение 27, Химки, Московская обл., Россия, 125445",Aap_uEBPNeTQICqlf95npBUXepnGgxgbCnPnS7C1TQxoN4jSxylBInZz7Gyfpqwgai_bQkaG39CLmmE_F4dg_vSBPZGjf31kHs7iwmHfymnXnWD7tP6B6NRTdGEDFV1qO56UcKk-JOfHBmUwrEbbBtniaBHgEbtPHJN0VDYGSGOhYd__PiY2,1920.0
64,Playground Art Court Флакон,55.8055476,37.5852991,"36 стр.5, Большая Новодмитровская ул., Москва, Россия, 127015",Aap_uEDSrsyRQzN8NBdoQ-oLtWq_lPaW1e8mqkmKF_fq7EVdSdu1esxoS0rxG8yZSIrmSbrNxVKX2h5cZpAZowrTLO_qUYD2cUrhBWwv2N-6YDJdklvoU4qTVq504R__XkzXVBH-RV51D05kkZIl9OSbab-zvfYGFXoPvkt1VKpcJ4kVmgIh,720.0
65,Рижка,55.79205899999999,37.6171161,"ул. Сущёвский Вал, 56, Москва, Россия, 129272",Aap_uEDmfpu4N21mEneNTDRxQ--6WfS5uJKWMBLrF7AjwW13OZUgy14BvwVxD1XEs09IA1hPsEhi3_bpSlv25VOy2eMwRLaBQqE8QnzV9HQv4gW546jViWT3gopOY4BE2sHkVLE31gsEbnGc-liTIc8QCCmXwxQ4dJZsEt7CqW-k8caXuDEz,4898.0
66,Баскетбольная площадка,55.8758117,37.6470821,"пр. Шокальского, 12 строение 4, Москва, Moscow Oblast, Россия, 127642",Aap_uEAAkU-sbvyKTEkXpBTO_tmm6iye1aypOgl_o-OlW_d-lhsV1EU7SNGqsyjncVCzU-m7FvG46Y8PmeThKISba0pyDecuJ7G1vgzOdOEdpzFPUVMGKxq1jccr-m1owLnYXAJ3Iu-jstrOZ4xVkswppdeacBwlkAJ92ivfMvUO0V_4ygc0,1920.0
67,Баскетбольная площадка,55.8185041,37.6497913,"Москва, Россия, 129366",,
68,баскетбольная площадка на территории учебного заведения,55.8069976,37.6428359,"Москва, Россия, 129626",,
69,Баскетбольная площадка,55.8058083,37.6434521,"Москва, Россия, 129626",,
70,"ООО ""ПСТ""",55.864237,37.65150209999999,"ул. Искры, 31, Москва, Россия, 129327",,
71,"Метро ""Бабушкинская""",55.8682135,37.6633507,"Москва, Россия, 129327",Aap_uEBVHLDQRGCJEGEmW9TZbzAXR-ek5ZS1HA0D08mHlFGY2VCFD1AIVQw0gFRql3ID7aHenSCutai1hAm4kpJGjUV0vh_omoa-Ew_XW24O43Z-2P03v2yvXuMhb8oIpbV3iGMUy5vxEt4UMO-9ctBRfpWMxmQCFoMKZ-S4kXaS5_2KoKX7,3968.0
72,Баскетбольная Площадка,55.79815319999999,37.569351,"Петровско-Разумовский пр-д, 16 строение 2, Москва, Московская обл., Россия, 127287",Aap_uEDNMKxrO4M7Jdb6ZdHC8lxrJ4dfgEJlb2a0IH7A9_Pw_P6DpvT3XXQ0KYwy7VBt223gesFcAxB0hbZGrqbwMePFonw2vpapsHwe-MxO4OTb9adBG6EEdJgMQMUMu7xENgCSD8cfDi6UZ0gUsjtAcvIYCyURdleDUU2pQzezwCR6mKg_,3008.0
73,Баскетбольная площадка,55.8454705,37.5485912,"с, пр-д Черепановых, 64с1, Москва, Россия, 125183",,
74,Баскетбольная площадка,55.77446399999999,37.639961,"Большая Спасская ул., 15, Москва, Россия, 129090",,
75,Playground Art Court Флакон,55.8055476,37.5852991,"36 стр.5, Большая Новодмитровская ул., Москва, Россия, 127015",Aap_uECgutpG3g1R01DbuXc5upkJVQCrvUcrMU6yz7T1kez-0H6hTt_jwpyGBp64RCWi_MWJg-Xtnc4A2VN9e-AIhMXyi8k59of9-12MVABdGRAxuG-J8PW1NK3YgL1V8Stg3wLvuuQ0OawgwvuiGFhIqBkvzq1gDfmCf_f7sGnZoUVOTgc_,720.0
76,Спортивная Площадка,55.8003165,37.6964867,"Москва, Россия, 107076",,
77,Рижка,55.79205899999999,37.6171161,"ул. Сущёвский Вал, 56, Москва, Россия, 129272",Aap_uEAvbQ3XSHdrsqpM3GR3kWVadB2d9HjhXXrxUp03Xlg0_1dkGBgy1RTeUjhvhictqiJmjLw87cEtqbwMpWlZTa9jJ84_OzgemSmK2FnM-F1lGokkFZVXrB9RYZTAXlzNYO_imtlh0RhfynFeEHBZ_jHtikNNFHf5nicxmUtV2toBfWlI,4898.0
78,МЖК (Спортивная Площадка),55.9027733,37.7123285,"к, ул. Летная, 42к2, Мытищи, Московская обл., Россия, 141021",Aap_uECzJU04fszdVz-aF31K4Cw_6AX8x2YboY5MAjdXxbkxtnmrfS29PNdMuYLrfjOhfVOIbLGmYL1lvFE9S9pU7MUo77Yw9yWvvmKKHlElj9Y2xVlHYhqUjKNG4B-UwCaVuAR81LFeonJeG0ACt2IRtxRrK1YC36wMGN-ca9VLdTev4iV2,1280.0
79,Баскетбольная площадка,55.9148313,37.7995803,"Королёв, Московская обл., Россия, 141070",,
80,Баскетбольная Площадка,55.7588677,37.635397,"Москва, Россия, 101000",Aap_uECBoKti0mTg145mi1qHRZtTGAyfaR3mmwuy97GNVLiv8o5c5kD-p5nsF1G26RPUylwmhg4WknqvtANfT4Dsf4uNiJ5RcKZpIQZ4j04zk8e3NWyb36-tXz0q-U4efcmfb90AMuy6P8sFsyR0AbrzpWXefxPI4ggUKVb_pKnPKZGWVT0S,4032.0
81,Баскетбольная площадка,55.745341,37.7008081,"Москва, Россия, 111024",,
82,Баскетбольная площадка,55.74790059999999,37.5006925,"Физкультурный пр-д, 7/13, Москва, Россия, 121309",,
83,Площадка волейбол и баскетбол,55.7870814,37.5324434,"ЦСКА, Москва, Россия, 125252",Aap_uEDrBPJkgmG7_NNGkAYUtcJZH8AmkwoqMbKM7G_B9StvUOSeFG5RuZCDB5EltXXK5X1NJVEIcPag4ftNHV2WercGuLACORDkJgmz-FMwrwsGjMIT-nC3komIm4gww63tLouIIdDf5xXThlxkHnBOqG3pd5xI55PdUsZBq0h0tX-en1zx,2448.0
84,Баскетбольный Центр Playground,55.800827,37.59457889999999,"ул. Складочная, Дом 1, стр.1, Москва, Россия, 127018",Aap_uECxkNhpas1CgDTBcBxqTdF0tWCWRm5Xn2I486caR1tXb7176HICfk2UsydDO3NzXm1DqbnJ49ySiVr6URiJsxrScNx2o399qQUlM8M4G26y4b3jnjp8HjlhbGjq4JRUh8ffNX74W-XWHpgLlnniCiNbV198q-wIHGXnTt-49bX8IY-R,1125.0
85,Баскетбольная площадка,55.77114229999999,37.492787,"ул. Мнёвники, 7 строение 2, Москва, Московская обл., Россия, 123308",,
86,Управа Бескудниковского района,55.863887,37.562001,"Бескудниковский б-р, 16А, Москва, Россия, 127474",,
87,Бескудниковский р-н,55.8658982,37.5533481,"Бескудниковский р-н, Москва, Россия",Aap_uEBQPDMhG_OORDi3UJwg7k-zQgrOnhZNHHjpyaOwk70qLQWprCfYo6-sQzgq9XaHPab_e3PYvDnl7WA6vGqkoPV3KT5gbD1Bmqtgx8qfPOJTt4vvVi7opU6LeDoRsVJ116cYJgdD_c_haXXwQAiYfzN6erGm7OCCnWwCqYdh6xRI1hK4,1600.0
88,ГБУ Жилищник Бескудниковского района,55.871954,37.555793,"Бескудниковский б-р, 32А, Москва, Россия, 127474",Aap_uEDNxdeO255sWUxwAOi-o0HhqwqYX2rPOpTyyj09I6zDKwkmHnsFx8YzIYKEPv76uzd4P1wtz7MPO46MAbu8ILEtDzWI3E3_6bW9L_SBTq4kXapYsebqY06yfrWEea6c66DYLcBErLVRLQPkkw5VPWyINBxQgoafoUNhaSaSfLwYJ5q5,4160.0
89,Бескудниково,55.88205689999999,37.5666446,"Москва, Россия, 127591",Aap_uEDDDYi30z-q0gLMn5U1BxHfWaettEzGU_PnUq6rIhAEQ83EkEL7JrG2DH57JZ5RxpA2MlU9M6wEuDZX9UWWxAD9vesZJdoG11SGx4uGQTVcMThk46A6cZ779JjOT-P8vWgB0ONCjNk2dTLE8O1kZUfKX9PTiM626VAihS8pXQosUo33,4000.0
90,Селигерская,55.866689,37.54710410000001,"Москва, Россия, 127486",Aap_uEAm9bMHDHprl-OCmnh-EXBfy4aK88OuQdrgf4x-xgvcmhcq3trltd4OmpyWR3TpnKJERQer7sVcW_4w4BTUmFR-V3XTs95q9oMH3EHlRWySEqyOdwfJ2M9ggDTbleKdc3bvP18Z7swnbQEH5j6ciKU8btNEaBpmlbGxmKzcZrrE6vS8,2992.0
91,ООО «УК района «Бескудниковский»,55.870344,37.5459921,"Дмитровское ш., д.91,стр.1, Москва, Россия, 127486",,
92,Отдел МВД России по Бескудниковскому району г. Москвы,55.862631,37.555567,"Селигерская ул., 8/2, Москва, Россия, 127474",Aap_uEApyImjLubD2dJssRfUvATw6Welfe_W1iQt4MhbviwvIxQrzUd47L7GfDjEiejhM_w6JN1xxpm5LnavFMCfq5bKKuKmFa9zmjpnanRRhFt8kavlzcUSlIpmjQhjq6QlFnrWuwf3aH8LzD-3e_dJly6jkwKR7O1qzBtK0oLYxt3bCUif,3120.0
93,Отдел социальной защиты населения Бескудниковского района,55.8656182,37.5642846,"Дубнинская ул., 31, Москва, Россия, 127474",,
94,Отделение по вопросам миграции ОМВД РФ по Бескудниковскому району г. Москвы,55.8891398,37.5589021,"Дубнинская ул., 40А, Москва, Россия, 127591",,
95,Центр госуслуг районов Восточное Дегунино и Бескудниковский,55.888915,37.5584016,"Дубнинская ул., 40а, корп. 1, Москва, Россия, 127591",Aap_uEDkNTWe2K-3vDyZCB7LN0Lw3mmPah8hbMGEzt3C5yjVCFJbJ1JRqdF0KcsA6E5GyTYbfAFORPBSsaAk4h6p1pGqmbYPXQGc0_oULPHCzN0G_4mqHfweKzJA9FtYCXCKcT7VjnbTXI4-FMSsUnpLqbuDm39LdZ3_15d9DrEsmYZeeI5w,1920.0
96,р-н Бирюлево Восточное,55.604031,37.669576,"р-н Бирюлево Восточное, Москва, Россия",Aap_uEDoZrUtyDhnJhYx1EnjP0A-k2mg-pEe8rzZPKzC5cMMW0J9OQ17E7DP6j-7bZIadea1NhH_IhO3ldVHI68TmlObEQJ0p3DQl8DUSslXySHAAdwB9yL5zG7RSHP8GQIwgnQNf1nvLtbXy6bsiaZy-MFFteLuBelzapXn7cqhet0nqnNP,1920.0
97,Бирюлево Восточное,55.60405859999999,37.6695691,"Бирюлево Восточное, Москва, Россия",,
98,"Управа района ""Бирюлево Восточное""",55.5850125,37.6639464,"Бирюлёвская ул., 48к2, Москва, Россия, 115547",Aap_uEAWRGQ9Gt1zjUpIitFYMn1aLVcdqhjTmS-OvK-awyX57NWkYZVFafZPyYgQncM-1WM5Qh5m-kpI9a0ymCNC1Y3GUv5tjFRUKVzUgMgIpzSDhaphPRzP07BuVdbYMKmy1PoZy9rkBtxlTsyh-BgQ6wT1lsZlFGq5XdBkc-J4JWQDlkOH,4160.0
99,Отдел социальной защиты населения района Бирюлево Восточное,55.5760474,37.6687974,"Михневский пр-д, 6, корп. 1, Москва, Россия, 115547",Aap_uEA5rojKrv2KVyoE4Bn2sAYZ3VAQNnwJ2B0D_twT6Aid__TmcaCe-TEPabsKUoHKxzsKuYfUvXUJKecrrj6_2ihOHgOhVw_BlFexCtXDQHiX3K98E41X8ugQfwcJS784NWxokA1jJSYJ0dm6ajTCHrTDmPDbzofqbmeXkZOLAE0xBwo1,4032.0
100,ГБУ Жилищник района Бирюлево Восточное г. Москвы,55.5836735,37.6788439,"Липецкая ул., 40, Москва, Россия, 115372",Aap_uEA9WhYXK79dGrDnxSdg6jprPiGy9VwdJSe_CGykU8PS-Z7kvLTxXPWHp_gX6LEIGKs7wxTfd3nYWm4KYExmzy7Ne6O4zFHabo0_-x6AWjRAyEeuW0PrWQ75aAMEjkkkvfTs_cl5Y40-ZocIqhkugNS96XJduaj1ZYei27GGq-YasjeI,3000.0
101,Отдел МВД России по району Бирюлёво Восточное г. Москвы,55.5826071,37.6901177,"115672, Загорьевская ул., 21, к. 2, Москва, Россия, 115598",Aap_uEB7Z2pXE__qOIvlRvabrl-cDyq8gPOgOeQEWSYauVWgTdZD8RYSd7V8DNkaUNMK3laNlUfLGPDtBj9ZEI4vKf-hPtYjVTl3HmTDYyMH16ZtcAjlrRBWnsKjtaMM7tbDJvkqi2efS_qyr-tE4ZQfsCdvWMZM3XCSB_ea1FE8trpxeeTA,800.0
102,Бутово,55.5655785,37.5859726,"Коктебельская ул., 4 корпус 1, Москва, Россия, 117216",Aap_uEBHhQAWifZ7yOM8JASIl0OsswLmB95PFFSf94TH6ifDO4kHfpMD5qohcVn4hFoEuvEzWgHMufaG2EAUDPIWfoeEPuuAbeSgkBwDGZI3-YnMsxhtJ8y3qUhU-wXpiYKfNmjVHVs0IFgAxmsye1wvYqUq3ndp2p5kZAAv-pPoy4enYIPA,2560.0
103,Управа района Северное Бутово,55.5623207,37.582592,"ул. Грина, 1 корпус 2, Москва, Россия, 117216",Aap_uEC0rFLiOhevFOK29XtnxsDMjgmWCs5HpVvfskfv0zMAHiqXrv41oT5qnGPYZ87HNRnRg5sC0z7zYSbSSFOjrA262GWStwnHTi6JVxaTIGsGKFdE8yI14Z33A8OutQ8C6SIOcbg72xkD0CzuJa840tB23aVcOQW5_r9Tm7U6CK_U8PsM,4000.0
